Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Airport,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD
MOR30277,1. Seizure,Mexico,5/12/2020 0:00,"15,053 turtles seized at Mexico City Airport",Mexico City Airport,Kinosternon leucostomum,White-lipped Mud Turtle,Individual - Live,14793,,,,,
MOR30279,1. Seizure,Indonesia,5/31/2020 0:00,Two vipers and eight lizards sezied at Depati Amir Airport,Depati Amir Airport,Tropidolaemus wagleri,"Temple pitviper, Wagler's Palm Viper, Wagler's Pit Viper",Individual - Live,1,,,,,
MOR30279,1. Seizure,Indonesia,5/31/2020 0:00,Two vipers and eight lizards sezied at Depati Amir Airport,Depati Amir Airport,Tropidolaemus wagleri,"Temple pitviper, Wagler's Palm Viper, Wagler's Pit Viper",Individual - Live,1,,,,,
MOR30279,1. Seizure,Indonesia,5/31/2020 0:00,Two vipers and eight lizards sezied at Depati Amir Airport,Depati Amir Airport,Leiolepis belliana,Common Butterfly Lizard,Individual - Live,8,,,,,
MOR30281,1. Seizure,China,6/5/2020 0:00,4 live snakes seized at Guangzhou Airport,Guangzhou Airport,Gonyosoma oxycephalum,Red-tailed Green Ratsnake,Individual - Live,4,,,,,
MOR30282,1. Seizure,Hong Kong,6/4/2020 0:00,"160 kg of Totoaba swim bladders seized at Hong Kong International Airport, five suspects arrested",Hong Kong International Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,,160,Kilograms,,,
MOR30283,1. Seizure,China,6/15/2020 0:00,2 ivory scroll heads seized at Qingdao Liuting Airport,Qingdao Liuting Airport,Elephantidae,Elephants,Ivory - Worked,2,0.100000001,Kilograms,,,
MOR30286,1. Seizure,Mexico,6/1/2020 0:00,One live Emerald boa seized at Monterrey International Airport,Monterrey International Airport,Corallus caninus,"Emerald Tree Boa, Boa esmeralda, Boa canin, Boa émeraude, Faux jacquot",Individual - Live,1,,,,,
MOR30293,1. Seizure,China,7/14/2020 0:00,"Ivory product seized at Changbei Airport, two suspects",Changbei Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR30299,1. Seizure,China,7/31/2020 0:00,11 ivory carvings weighing 700 grams seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,11,0.699999988,Kilograms,,,
MOR30299,1. Seizure,China,7/31/2020 0:00,11 ivory carvings weighing 700 grams seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,11,0.699999988,Kilograms,,,
MOR30301,1. Seizure,Mexico,7/1/2020 0:00,42 totoaba swim bladders and 27 sea cucumber seized at Querétaro Intercontinental Airport,Querétaro Intercontinental Airport,Holothuroidea,Sea Cucumber,Individual - Dead,27,,,,,
MOR30301,1. Seizure,Mexico,7/1/2020 0:00,42 totoaba swim bladders and 27 sea cucumber seized at Querétaro Intercontinental Airport,Querétaro Intercontinental Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,42,,,,,
MOR30303,1. Seizure,Senegal,10/5/2020 0:00,"16 sperm whale iteeth and 38.5 kg of dried fins and intestines of bigeye tuna seized at at Blaise Diagne International Airport, two Chinese nationals arrested",Blaise Diagne International Airport,Thunnus obesus,"Big eye, Big eye tuna, Big eye tunny, Bigeye, Bigeye tuna, Bigeye tuna fish, Bigeye, Blackfin tuna (…)",Body parts NES,,35,Kilograms,,,
MOR30303,1. Seizure,Senegal,10/5/2020 0:00,"16 sperm whale iteeth and 38.5 kg of dried fins and intestines of bigeye tuna seized at at Blaise Diagne International Airport, two Chinese nationals arrested",Blaise Diagne International Airport,Thunnus obesus,"Big eye, Big eye tuna, Big eye tunny, Bigeye, Bigeye tuna, Bigeye tuna fish, Bigeye, Blackfin tuna (…)",Fins,,35,Kilograms,,,
MOR30303,1. Seizure,Senegal,10/5/2020 0:00,"16 sperm whale iteeth and 38.5 kg of dried fins and intestines of bigeye tuna seized at at Blaise Diagne International Airport, two Chinese nationals arrested",Blaise Diagne International Airport,Physeter macrocephalus,"Cachalot, Cachelot, Pot Whale, Spermacet Whale, Sperm Whale, Ballena esperma, Cachalote, Cachalot",Teeth,16,,,,,
MOR30345,1. Seizure,Taiwan Province of China,8/10/2020 0:00,"161 kg of dried totoaba swim bladders seized at Taiwan Taoyuan International Airport, one suspect",Taiwan Taoyuan International Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,,161,Kilograms,,,
MOR30349,1. Seizure,China,8/19/2020 0:00,"11 ivory carvings weighing 0.9 kg seized at Guangzhou Baiyun Airport, six Chinese nationals",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,11,0.899999976,Kilograms,,,
MOR30350,1. Seizure,China,8/21/2020 0:00,"Six ivory products weighing 0.4 kg seized at Guangzhou Baiyun Airport, three male suspects",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,6,0.400000006,Kilograms,,,
MOR30366,1. Seizure,China,8/26/2020 0:00,3 pieces of ivory billiard cues seized at Ningbo Airport,Ningbo Airport,Elephantidae,Elephants,Ivory - Worked,3,0.209999993,Kilograms,,,
MOR30368,1. Seizure,China,8/26/2020 0:00,Python handbag seized at Ningbo Airport,Ningbo Airport,Pythonidae,"Pythons, Pitones",Skin - Leather Product,1,,,,,
MOR30374,1. Seizure,China,10/15/2020 0:00,"Sika deer antlers seized at Dalian Zhoushuizi Airport, one suspect",Dalian Zhoushuizi Airport,Cervus nippon,Sika Deer,Horn,,0.569999993,Kilograms,,,
MOR30376,1. Seizure,China,9/1/2020 0:00,Product made from boa constrictor skin seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Boa constrictor,"Ampalagua, Boa Constrictor, Giboya, Masacuate",Skin - Leather Product,1,,,,,
MOR30430,1. Seizure,United States of America,7/10/2020 0:00,58 live cactus plants seized at  Washington Dulles International Airport,Washington Dulles International Airport,Acanthocereus tetragonus,"Barbwire Apple-cactus, Liane-raquette",Individual - Live,58,,,,,
MOR30430,1. Seizure,United States of America,7/10/2020 0:00,58 live cactus plants seized at  Washington Dulles International Airport,Washington Dulles International Airport,Lophophora williamsii,Peyote,Individual - Live,6,,,,,
MOR30430,1. Seizure,United States of America,7/10/2020 0:00,58 live cactus plants seized at  Washington Dulles International Airport,Washington Dulles International Airport,Obregonia denegrii,"Artichoke Cactus, Cacto alcachofa",Individual - Live,58,,,,,
MOR30430,1. Seizure,United States of America,7/10/2020 0:00,58 live cactus plants seized at  Washington Dulles International Airport,Washington Dulles International Airport,Astrophytum asterias,"Star Cactus, Cacto Estrella",Individual - Live,58,,,,,
MOR30431,1. Seizure,United States of America,7/13/2020 0:00,107 live plants seized at Washington Dulles International Airport,Washington Dulles International Airport,Acanthocereus tetragonus,"Barbwire Apple-cactus, Liane-raquette",Individual - Live,107,,,,,
MOR30431,1. Seizure,United States of America,7/13/2020 0:00,107 live plants seized at Washington Dulles International Airport,Washington Dulles International Airport,Obregonia denegrii,"Artichoke Cactus, Cacto alcachofa",Individual - Live,107,,,,,
MOR30431,1. Seizure,United States of America,7/13/2020 0:00,107 live plants seized at Washington Dulles International Airport,Washington Dulles International Airport,Astrophytum asterias,"Star Cactus, Cacto Estrella",Individual - Live,107,,,,,
MOR30602,1. Seizure,China,10/1/2020 0:00,Ivory product seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR30614,1. Seizure,Mexico,10/1/2020 0:00,"187 Totoaba swim bladders seized at Mexico City International Airport, one suspect arrested",Mexico City International Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,187,,,43562528,MXN Mexican Peso,2076820
MOR30838,1. Seizure,China,10/10/2020 0:00,3 strings of ivory beads and 4 ivory carvings seized at Guangzhou Baiyun International Airport coming from Kenya,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,3,0.209,Kilograms,,,
MOR30838,1. Seizure,China,10/10/2020 0:00,3 strings of ivory beads and 4 ivory carvings seized at Guangzhou Baiyun International Airport coming from Kenya,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,4,0.209,Kilograms,,,
MOR30839,1. Seizure,China,10/7/2020 0:00,18 ivory cravings (620 g) seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,18,0.62,Kilograms,,,
MOR30980,1. Seizure,Mozambique,11/9/2020 0:00,"5 rhino horn (4.3 kg), 127 lion claws and 36 lion teeth seized at Maputo International Airport, one Vietnamese national arrested",Maputo International Airport,Panthera leo,"Lion, León, Lion d'Afrique",Teeth,36,,,,,
MOR30980,1. Seizure,Mozambique,11/9/2020 0:00,"5 rhino horn (4.3 kg), 127 lion claws and 36 lion teeth seized at Maputo International Airport, one Vietnamese national arrested",Maputo International Airport,Panthera leo,"Lion, León, Lion d'Afrique",Claw,127,,,,,
MOR30980,1. Seizure,Mozambique,11/9/2020 0:00,"5 rhino horn (4.3 kg), 127 lion claws and 36 lion teeth seized at Maputo International Airport, one Vietnamese national arrested",Maputo International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,5,4.3,Kilograms,,,
MOR31057,1. Seizure,United States of America,10/9/2020 0:00,Two yellow canaries seized at Washington Dulles International Airport,Washington Dulles International Airport,Crithagra flaviventris,Yellow Canary,Individual - Live,2,,,,,
MOR31198,1. Seizure,China,9/21/2020 0:00,80 South American river rays seized at Xiamen Airport,Xiamen Airport,Potamotrygon motoro,"Black river stingray, Ocellate sting ray, South American freshwater stingray",Individual - Live,80,,,,,
MOR31200,1. Seizure,China,9/3/2020 0:00,"One crocodile skin belt and a python skin bag seized at Sunan Shuofang International Airport, one suspect",Sunan Shuofang International Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,1,,,,,
MOR31207,1. Seizure,China,9/13/2020 0:00,"One ivory necklace (67.4 grams) seized at Fuzhou Changle Airport, one suspect",Fuzhou Changle Airport,Elephantidae,Elephants,Ivory - Worked,1,0.067400001,Kilograms,,,
MOR31209,1. Seizure,China,9/9/2020 0:00,One ivory necklace and one bracelet (total 175.4 grams) seized at Xiamen Airport,Xiamen Airport,Elephantidae,Elephants,Ivory - Worked,1,0.175400004,Kilograms,,,
MOR31209,1. Seizure,China,9/9/2020 0:00,One ivory necklace and one bracelet (total 175.4 grams) seized at Xiamen Airport,Xiamen Airport,Elephantidae,Elephants,Ivory - Worked,1,0.175400004,Kilograms,,,
MOR31223,1. Seizure,China,10/1/2020 0:00,2 dried Tokay Geckos seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Gekko gecko,Tokay Gecko,Individual - Dead,2,0.584999979,Kilograms,,,
MOR31223,1. Seizure,China,10/1/2020 0:00,2 dried Tokay Geckos seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Gekko gecko,Tokay Gecko,Body parts NES,,,,,,
MOR31237,1. Seizure,Malaysia,7/21/2020 0:00,600 Arowana fish seized at Kuala Lumpur International Airport,Kuala Lumpur International Airport,Scleropages formosus,"Arowana, Asian Arowana, Asian Bonytongue, Dragonfish, Golden Arowana, Golden Dragon Fish, Kelesa, Malayan Bonytongue, Pez lengüihueso malayo, Scléropage d'Asie",Individual - Live,600,,,,,
MOR31394,1. Seizure,China,4/5/2020 0:00,One giant clam shell (8.125 kg) seized at Hangzhou Xiaoshan Airport,Hangzhou Xiaoshan Airport,Tridacna squamosa,"Fluted Clam, Fluted Giant Clam, Scaly Clam",Shell,1,8.125,Kilograms,,,
MOR31453,1. Seizure,China,8/12/2020 0:00,"One ivory bracelet (51.5 grams) seized at Guangzhou Baiyun Airport, one suspect",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,1,0.0515,Kilograms,,,
MOR31454,1. Seizure,Mozambique,9/4/2020 0:00,8.6 tonnes of live crab seized at Nampula Airport,Nampula Airport,Decapoda-Brachyura,Crab,Individual - Live,,8600,Kilograms,,,
MOR31456,1. Seizure,Viet Nam,10/1/2020 0:00,146 Arowana fish seized at Noi Bai International Airport,Noi Bai International Airport,Scleropages formosus,"Arowana, Asian Arowana, Asian Bonytongue, Dragonfish, Golden Arowana, Golden Dragon Fish, Kelesa, Malayan Bonytongue, Pez lengüihueso malayo, Scléropage d'Asie",Individual - Live,145,,,,,
MOR31456,1. Seizure,Viet Nam,10/1/2020 0:00,146 Arowana fish seized at Noi Bai International Airport,Noi Bai International Airport,Scleropages formosus,"Arowana, Asian Arowana, Asian Bonytongue, Dragonfish, Golden Arowana, Golden Dragon Fish, Kelesa, Malayan Bonytongue, Pez lengüihueso malayo, Scléropage d'Asie",Individual - Dead,1,,,,,
MOR31457,1. Seizure,China,10/21/2020 0:00,One ivory bracelet (62.63 grams) seized at Dalian Zhoushuizi Airport,Dalian Zhoushuizi Airport,Elephantidae,Elephants,Ivory - Worked,1,0.06263,Kilograms,,,
MOR31752,1. Seizure,Hong Kong,12/14/2020 0:00,"1,610 kg of American ginseng seized at Hong Kong International Airport",Hong Kong International Airport,Panax ginseng,"Ginseng, Red Ginseng",Dead plant parts,,1610,Kilograms,,,
MOR31752,1. Seizure,Hong Kong,12/14/2020 0:00,"1,610 kg of American ginseng seized at Hong Kong International Airport",Hong Kong International Airport,Panax ginseng,"Ginseng, Red Ginseng",Derivatives NES,162,,,,,
MOR31872,1. Seizure,Cameroon,12/4/2020 0:00,80 vipers and cobras seized at Douala International Airport,Douala International Airport,Squamata-Lacertilia,Lizards,Individual - Live,,,,,,
MOR32050,1. Seizure,China,12/3/2020 0:00,Ivory scroll heads seized at Dalian Zhoushuizi Airport,Dalian Zhoushuizi Airport,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR32051,1. Seizure,China,12/18/2020 0:00,11 ivory combs weighing 0.637 kg seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,11,0.637,Kilograms,,,
MOR32054,1. Seizure,China,1/1/2021 0:00,Ivory bracelet weighing 82 grams seized at Chongqing Jiangbei Airport,Chongqing Jiangbei Airport,Elephantidae,Elephants,Ivory - Worked,1,0.082,Kilograms,,,
MOR32055,1. Seizure,China,1/1/2021 0:00,3 ivory bracelets seized at Chengdu Shuangliu Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,3,0.225,Kilograms,,,
MOR32057,1. Seizure,China,12/1/2020 0:00,8 ivory products weighing 0.224 kg seized at Chengdu Shuangliu Airport,Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,8,0.224,Kilograms,,,
MOR32059,1. Seizure,China,12/1/2020 0:00,34 ivory products weighing 0.451 kg seized at Hangzhou Xiaoshan Airport,Hangzhou Xiaoshan Airport,Elephantidae,Elephants,Ivory - Worked,34,0.45158,Kilograms,,,
MOR32061,1. Seizure,China,12/1/2020 0:00,1 ivory pendant weighing 78.7 grams seized at Kunming Changshui Airport,Kunming Changshui Airport,Elephantidae,Elephants,Ivory - Worked,1,0.0787,Kilograms,,,
MOR32062,1. Seizure,China,12/1/2020 0:00,Ivory bracelet and pendant weighing 101.7 grams seized at Zhengzhou Airport,Zhengzhou Airport,Elephantidae,Elephants,Ivory - Worked,1,0.1017,Kilograms,,,
MOR32062,1. Seizure,China,12/1/2020 0:00,Ivory bracelet and pendant weighing 101.7 grams seized at Zhengzhou Airport,Zhengzhou Airport,Elephantidae,Elephants,Ivory - Worked,1,0.1017,Kilograms,,,
MOR32096,1. Seizure,China,11/1/2020 0:00,12 ivory products weighing 308.52 grams seized at Hangzhou Xiaoshan Airport,Hangzhou Xiaoshan Airport,Elephantidae,Elephants,Ivory - Worked,3,0.30852,Kilograms,,,
MOR32096,1. Seizure,China,11/1/2020 0:00,12 ivory products weighing 308.52 grams seized at Hangzhou Xiaoshan Airport,Hangzhou Xiaoshan Airport,Elephantidae,Elephants,Ivory - Worked,9,0.30852,Kilograms,,,
MOR33500,1. Seizure,China,8/25/2020 0:00,1 ivory bracelet weighing 0.061 kg seized at Hangzhou Xiaoshan Airport,Hangzhou Xiaoshan Airport,Elephantidae,Elephants,Ivory - Worked,1,0.061,Kilograms,,,
MOR10627,1. Seizure,Thailand,10/11/2017 0:00,8 rhino horns (6.3 kg) seized at Bangkok Suvarnabhumi Airport - 2 Chinese arrested,Bangkok Suvarnabhumi Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,8,6.300000191,Kilograms,300000,USD US Dollar,300000
MOR10832,1. Seizure,Hong Kong,10/17/2017 0:00,43 kg worked ivory & 2 kg rhino horn seized at Hong Kong Airport - 3 female suspects,Hong Kong Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,3,2,Kilograms,,,
MOR10832,1. Seizure,Hong Kong,10/17/2017 0:00,43 kg worked ivory & 2 kg rhino horn seized at Hong Kong Airport - 3 female suspects,Hong Kong Airport,Elephantidae,Elephants,Ivory - Worked,,43,Kilograms,,,
MOR11455,1. Seizure,Thailand,10/29/2017 0:00,"10 baby otters seized at Don Mueang International Airport, one Japanese woman arrested",Don Mueang International Airport,Mustelidae-Lutrinae,Otters,Individual - Live,10,,,10000,THB Baht,301.0859985
MOR11622,1. Seizure,Thailand,11/9/2017 0:00,116 kg of Elephant tusks and 15 kg of pangolin scales seized at Bangkok International Suvarnabhumi Airport,Bangkok International Suvarnabhumi Airport,Elephantidae,Elephants,Tusk,,116,Kilograms,,,
MOR11967,1. Seizure,Zimbabwe,12/9/2017 0:00,"200kg ivory seized at Robert Mugabe Airport, Harare, destined for Malaysia",Robert Mugabe Airport,Elephantidae,Elephants,Ivory - Worked,,200,Kilograms,,,500000
MOR11981,1. Seizure,Egypt,10/13/2017 0:00,"8 falcons seized at Cairo Airport, one Bahrani passenger arrested",Cairo Airport,Falco cherrug,"Saker, Saker Falcon, Halcón sacre, Faucon sacre",Individual - Live,8,,,,,
MOR11982,1. Seizure,Ukraine,10/19/2017 0:00,"3 falcons seized at Boryspil International Airport, one Ukranian citizen arrested",Boryspil International Airport,Falconidae,"Falcons, Halcones, Faucons",Individual - Live,3,,,,,
MOR11983,1. Seizure,Taiwan Province of China,10/19/2017 0:00,"45 suspected Macaw eggs seized at Taiwan Taoyuan International Airport, one Taiwanese woman arrested",Taiwan Taoyuan International Airport,Psittacidae,"Amazons, Macaws, Parakeets, Parrots, Amazonas, Cotorras, Guacamayos, Periquitos, Loros, Amazones, Aras, Perruches, Perroquets",Eggs,45,,,780000,HKD Hong Kong Dollar,99894
MOR11984,1. Seizure,Kazakhstan,10/24/2017 0:00,"29 rare falcons seized at Almaty International Airport, two citizens of Qatar detained",Almaty International Airport,Falconidae,"Falcons, Halcones, Faucons",Individual - Live,29,,,,,
MOR11996,1. Seizure,Brazil,10/14/2017 0:00,"672 fish seized at Manaus Airport, Brazil, two people arrested",Manaus Airport,Myliobatiformes-Myliobatoidei,Stingrays,Individual - Dead,2,,,,,
MOR11996,1. Seizure,Brazil,10/14/2017 0:00,"672 fish seized at Manaus Airport, Brazil, two people arrested",Manaus Airport,Hypancistrus zebra,Zebra pleco,Individual - Live,300,,,,,
MOR12016,1. Seizure,Netherlands,12/1/2017 0:00,"Chinese transfer passenger arrested at Amsterdam’s Schiphol Airport with suitcase of rhino horns, (December 2017)",Amsterdam’s Schiphol Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,5,,,500000,EUR Euro,613000
MOR12016,1. Seizure,Netherlands,12/1/2017 0:00,"Chinese transfer passenger arrested at Amsterdam’s Schiphol Airport with suitcase of rhino horns, (December 2017)",Amsterdam’s Schiphol Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,4,,,,,
MOR12162,1. Seizure,Hong Kong,1/4/2018 0:00,2.04 Kg Rhino Horns - Seized at Hong Kong Airport - One Male Passenger Arrested,Hong Kong Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,,2.039999962,Kilograms,400000,HKD Hong Kong Dollar,51169
MOR12344,1. Seizure,Portugal,1/19/2018 0:00,317kg of glass eels seized at Lisbon Airport - 8 suspects,Lisbon Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Fingerlings/fry,,317,Kilograms,,,
